Cluster	Gene	FY23.SC_FY23.SC.1	FY23.SC_FY23.SC.2	FY23.YE_FY23.YE.1	FY23.YE_FY23.YE.2	FY24.SC_FY24.SC.1	FY24.SC_FY24.SC.2	FY24.YE_FY24.YE.1	FY24.YE_FY24.YE.2	Transcript
XIV_169931_170015_+	YNL253W__YNL253W	11.674	12.086	7.295	7.204	10.471	11.214	7.341	6.312	YNL253W_mRNA
XIV_172268_172339_-	YNL252C__MRPL17	37.516	39.28	32.684	35.331	36.751	35.324	29.461	34.718	YNL252C_mRNA
XIV_17412_17557_-	YNL331C__YNL331C	2.295	1.727	1.421	0.987	1.129	1.495	0.685	1.479	YNL331C_mRNA
XIV_174513_174643_-	YNL251C__YNL251C	76.43	82.985	61.104	59.312	66.008	61.958	54.712	47.54	YNL251C_mRNA
XIV_175387_175406_+	YNL250W__YNL250W	20.355	19.101	18.379	16.678	17.965	17.102	15.464	15.386	YNL250W_mRNA
XIV_17719_17725_-	YNL331C__YNL331C	0.698	0.863	1.611	0.493	1.129	0.654	0.489	1.184	YNL331C_mRNA
XIV_181027_181044_-	YNL249C__YNL249C	5.887	5.288	4.926	5.921	5.03	4.299	7.145	6.806	YNL249C_mRNA
XIV_182599_182689_-	YNL248C__RPA49	46.696	45.324	74.557	69.083	47.94	48.781	62.151	66.083	YNL248C_mRNA
XIV_182803_182908_+	YNL247W__YNL247W	61.962	60.971	70.957	73.721	70.114	62.145	71.841	78.116	YNL247W_mRNA
XIV_185417_185481_+	YNL246W__YNL246W	54.878	60	40.642	41.153	59.335	58.968	37.486	43.003	YNL246W_mRNA
XIV_186884_186938_-	YNL244C__SUI1	10.277	12.302	11.937	10.658	10.06	10.653	7.341	9.37	YNL244C_mRNA
XIV_186884_186938_-	YNL245C__YNL245C	10.277	12.302	11.937	10.658	10.06	10.653	7.341	9.37	YNL245C_mRNA
XIV_187444_187592_-	YNL244C__SUI1	881.537	892.335	905.955	919.587	904.093	931.706	985.999	983.253	YNL244C_mRNA
XIV_187444_187592_-	YNL245C__YNL245C	881.537	892.335	905.955	919.587	904.093	931.706	985.999	983.253	YNL245C_mRNA
XIV_187980_188053_+	YNL243W__SLA2	68.348	67.662	46.61	50.825	61.183	62.612	44.729	48.231	YNL243W_mRNA
XIV_191138_191271_+	YNL242W__ATG2	13.769	13.597	9	8.586	13.243	12.99	6.851	7.397	YNL242W_mRNA
XIV_19305_19379_-	YNL330C__RPD3	47.095	48.237	41.305	40.463	45.99	46.071	42.674	40.932	YNL330C_mRNA
XIV_197984_197986_-	YNL241C__ZWF1	2.195	3.022	1.137	1.382	2.566	1.682	0.979	1.381	YNL241C_mRNA
XIV_197991_198131_-	YNL241C__ZWF1	77.328	79.64	62.904	64.839	83.049	78.592	62.934	67.365	YNL241C_mRNA
XIV_198649_198653_-	YNL241C__ZWF1	0.299	0.108	0.095	0.099	0.513	0.28	0.196	0.296	YNL241C_mRNA
XIV_199521_199524_-	YNL240C__YNL240C	0.299	0.324	0.095	0.296	0.103	0.467	0.098	0.493	YNL240C_mRNA
XIV_199988_200040_-	YNL240C__YNL240C	33.026	30	26.81	32.37	33.877	30.652	25.546	28.11	YNL240C_mRNA
XIV_200060_200064_-	YNL240C__YNL240C	0	0	0.284	0.493	0.205	0.093	0.294	0.296	YNL240C_mRNA
XIV_200218_200230_-	YNL240C__YNL240C	0.698	0.54	0.284	0.395	1.129	0.841	0.587	0.888	YNL240C_mRNA
XIV_200415_200534_+	YNL239W__LAP3	75.731	75	44.147	45.693	68.985	66.537	42.184	47.935	YNL239W_mRNA
XIV_200549_200552_+	YNL239W__LAP3	1.596	1.295	0.189	0	0.924	1.308	0.098	0.099	YNL239W_mRNA
XIV_201199_201204_+	YNL239W__LAP3	0.1	0.108	0	0	0	0.187	0.196	0.197	YNL239W_mRNA
XIV_202117_202186_+	YNL238W__KEX2	31.33	27.518	25.294	24.87	27.512	26.914	20.26	25.447	YNL238W_mRNA
XIV_205118_205162_+	YNL237W__YNL237W	8.182	9.82	5.4	4.441	8.623	7.289	4.111	3.847	YNL237W_mRNA
XIV_206882_206906_+	YNL236W__SIN4	38.913	35.935	37.136	35.331	38.393	31.213	32.593	29.195	YNL236W_mRNA
XIV_206929_206935_+	YNL236W__SIN4	2.494	1.295	1.705	1.283	1.848	1.682	2.055	1.282	YNL236W_mRNA
XIV_210140_210313_+	YNL234W__YNL234W	51.186	50.719	22.073	24.08	54.613	50.837	24.371	22.981	YNL234W_mRNA
XIV_211732_211811_+	YNL233W__YNL233W	12.772	9.712	9.474	10.165	9.65	11.401	6.851	7.299	YNL233W_mRNA
XIV_214835_214917_+	YNL232W__CSL4	32.428	34.748	37.231	36.416	29.462	33.082	35.137	31.956	YNL232W_mRNA
XIV_216174_216205_-	YNL231C__PDR16	1.098	1.727	0.853	0.691	1.745	1.589	1.272	0.888	YNL231C_mRNA
XIV_217084_217245_-	YNL231C__PDR16	45.598	39.388	42.347	42.239	39.009	42.707	37.682	39.157	YNL231C_mRNA
XIV_217722_217764_+	.	1.696	1.835	1.421	2.27	1.95	1.776	1.664	1.282	NA
XIV_218672_218750_-	YNL230C__YNL230C	6.685	5.396	6.253	5.231	7.186	5.42	6.753	5.425	YNL230C_mRNA
XIV_220330_220422_-	YNL229C__URE2	32.328	29.568	26.715	26.942	27.409	30.465	27.209	22.882	YNL229C_mRNA
XIV_220646_220655_+	YNL228W__YNL228W	0.399	0.647	0.095	0.493	0.205	0.374	0.392	0.296	YNL228W_mRNA
XIV_222482_222487_-	YNL227C__YNL227C	14.767	17.266	21.221	21.909	17.554	16.541	20.162	18.641	YNL227C_mRNA
XIV_223366_223369_-	YNL227C__YNL227C	0.2	0.108	0.189	0	0.205	0.28	0.392	0	YNL227C_mRNA
XIV_224484_224520_-	YNL225C__YNL225C	6.486	4.424	3.695	4.638	5.441	4.486	3.524	3.847	YNL225C_mRNA
XIV_22641_22678_-	YNL328C__YNL328C	5.987	5.396	5.4	6.119	7.186	5.14	5.187	5.918	YNL328C_mRNA
XIV_22641_22678_-	YNL329C__PEX6	5.987	5.396	5.4	6.119	7.186	5.14	5.187	5.918	YNL329C_mRNA
XIV_227140_227191_-	YNL224C__SQS1	24.944	25.791	25.958	22.501	23.919	26.634	23.392	21.008	YNL224C_mRNA
XIV_227335_227392_+	YNL223W__ATG4	33.625	31.187	19.421	20.823	34.39	34.764	19.281	20.219	YNL223W_mRNA
XIV_229041_229081_+	YNL222W__YNL222W	26.242	26.007	25.484	25.264	22.584	22.054	27.014	24.165	YNL222W_mRNA
XIV_229450_229492_+	YNL222W__YNL222W	1.297	0.863	1.326	1.382	1.642	0.841	1.272	1.479	YNL222W_mRNA
XIV_230397_230402_-	.	3.392	3.345	1.516	1.974	1.95	4.018	2.153	1.479	NA
XIV_230420_230422_-	.	4.49	4.209	3.789	3.059	1.848	3.364	1.664	1.677	NA
XIV_230449_230451_-	.	2.494	4.101	1.705	2.763	1.232	2.804	2.055	1.184	NA
XIV_230511_230521_-	.	14.867	18.237	9.284	13.027	8.418	11.962	8.026	8.384	NA
XIV_230642_230673_-	.	1237.644	1353.88	855.651	926.101	918.363	1040.109	724.573	638.143	NA
XIV_230700_230704_-	.	1.696	0.863	1.232	0.888	1.232	0.935	0.881	1.479	NA
XIV_23281_23392_-	YNL328C__YNL328C	8.282	6.906	8.526	6.217	6.159	7.102	8.026	4.143	YNL328C_mRNA
XIV_23281_23392_-	YNL329C__PEX6	8.282	6.906	8.526	6.217	6.159	7.102	8.026	4.143	YNL329C_mRNA
XIV_233688_233796_-	YNL221C__YNL221C	45.499	40.467	45.378	43.029	40.139	36.913	37.584	37.48	YNL221C_mRNA
XIV_234056_234101_-	YNL221C__YNL221C	10.177	7.878	2.747	2.763	6.878	8.317	4.307	3.847	YNL221C_mRNA
XIV_234301_234410_+	YNL220W__ADE12	281.972	290.934	215.997	225.9	306.224	299.697	242.438	245.986	YNL220W_mRNA
XIV_23436_23438_+	YNL327W__YNL327W	0.599	0.324	0.663	0.197	0.205	0.561	0.294	0.197	YNL327W_mRNA
XIV_23451_23459_+	YNL327W__YNL327W	0.399	0.54	0.758	0.79	0.308	0.374	0.392	0.493	YNL327W_mRNA
XIV_23598_23665_-	YNL328C__YNL328C	2.095	2.374	0.663	0.987	2.156	2.336	2.643	1.085	YNL328C_mRNA
XIV_23598_23665_-	YNL329C__PEX6	2.095	2.374	0.663	0.987	2.156	2.336	2.643	1.085	YNL329C_mRNA
XIV_237731_237854_-	YNL219C__YNL219C	39.612	41.762	38.178	38.094	42.294	40.745	43.457	36.494	YNL219C_mRNA
XIV_237994_238003_+	YNL218W__YNL218W	4.091	3.561	3.126	2.862	4.312	3.364	3.719	3.156	YNL218W_mRNA
XIV_238199_238237_+	YNL218W__YNL218W	3.293	2.59	2.653	3.059	2.053	3.271	2.936	3.058	YNL218W_mRNA
XIV_23972_24119_+	YNL327W__YNL327W	158.547	145.359	150.535	148.824	135.609	127.747	117.353	117.864	YNL327W_mRNA
XIV_239847_239854_-	.	0.698	1.403	2.274	1.776	0.719	0.654	0.979	0.986	NA
XIV_240194_240327_+	YNL217W__YNL217W	66.252	51.583	99.946	104.315	58.309	60.556	101.301	92.319	YNL217W_mRNA
XIV_241554_241649_+	YNL216W__RAP1	20.953	18.777	14.873	14.507	17.144	16.634	15.562	13.315	YNL216W_mRNA
XIV_241666_241670_+	YNL216W__RAP1	0.2	0.54	0.189	0.296	0.513	0.748	0.294	0.197	YNL216W_mRNA
XIV_244355_244477_+	YNL215W__YNL215W	34.324	33.021	24.347	27.732	32.747	31.68	25.252	30.97	YNL215W_mRNA
XIV_245595_245605_+	YNL214W__PEX17	11.375	9.173	9.568	8.487	8.931	8.317	9.396	8.877	YNL214W_mRNA
XIV_245621_245625_+	YNL214W__PEX17	0.1	0	0.284	0.197	0	0.561	0	0.099	YNL214W_mRNA
XIV_246955_246969_-	YNL213C__YNL213C	1.098	1.619	1.232	1.283	1.745	1.589	0.881	1.282	YNL213C_mRNA
XIV_247170_247206_-	YNL213C__YNL213C	19.058	22.662	18.852	18.455	17.041	18.69	17.128	17.26	YNL213C_mRNA
XIV_247359_247460_+	YNL212W__YNL212W	44.401	38.201	34.673	33.752	38.085	39.436	32.299	39.255	YNL212W_mRNA
XIV_250306_250392_-	YNL211C__YNL211C	31.031	27.194	23.115	24.376	23.816	27.288	22.316	21.107	YNL211C_mRNA
XIV_251703_251739_-	.	3.792	3.777	6.916	6.316	3.285	3.551	3.719	4.438	NA
XIV_251977_252065_+	YNL209W__SSB2	405.697	379.207	456.056	444.398	380.136	397.166	429.38	423.522	YNL209W_mRNA
XIV_254367_254411_+	YNL207W__YNL207W	517.248	546.149	325.795	308.602	470.063	495.477	327.198	328.737	YNL207W_mRNA
XIV_254367_254411_+	YNL208W__YNL208W	517.248	546.149	325.795	308.602	470.063	495.477	327.198	328.737	YNL208W_mRNA
XIV_255006_255012_-	.	0	0.108	0.189	0.296	0.719	0.28	0.392	0.493	NA
XIV_255211_255256_+	YNL207W__YNL207W	19.058	19.209	23.684	22.699	15.809	18.784	19.869	21.206	YNL207W_mRNA
XIV_255211_255256_+	YNL208W__YNL208W	19.058	19.209	23.684	22.699	15.809	18.784	19.869	21.206	YNL208W_mRNA
XIV_256978_256982_-	.	0.2	0.324	0.474	0.395	0.205	0.467	0.685	0.493	NA
XIV_257040_257045_-	.	0.499	1.187	0.758	0.395	0.411	0.561	0.587	0.197	NA
XIV_258124_258209_-	YNL205C__YNL205C	51.286	58.165	48.978	54.18	50.096	53.547	51.678	49.513	YNL205C_mRNA
XIV_258124_258209_-	YNL206C__YNL206C	51.286	58.165	48.978	54.18	50.096	53.547	51.678	49.513	YNL206C_mRNA
XIV_259515_259517_+	YNL202W__SPS19	0.698	0.108	0	0.197	0.719	0.841	0.196	0.197	YNL202W_mRNA
XIV_259547_259578_+	YNL202W__SPS19	19.058	24.496	4.547	4.342	17.76	16.728	4.111	5.523	YNL202W_mRNA
XIV_260102_260105_+	YNL202W__SPS19	1.297	0.971	0.284	0.395	1.745	1.215	0.685	0.197	YNL202W_mRNA
XIV_263274_263286_-	YNL201C__YNL201C	3.792	3.777	4.926	4.836	3.182	4.112	3.132	3.156	YNL201C_mRNA
XIV_263405_263491_-	YNL200C__YNL200C	37.117	34.209	29.747	29.903	32.542	31.68	26.329	26.335	YNL200C_mRNA
XIV_263405_263491_-	YNL201C__YNL201C	37.117	34.209	29.747	29.903	32.542	31.68	26.329	26.335	YNL201C_mRNA
XIV_263515_263519_-	YNL200C__YNL200C	0.499	0.324	0.095	0	0.308	0	0.294	0.296	YNL200C_mRNA
XIV_263515_263519_-	YNL201C__YNL201C	0.499	0.324	0.095	0	0.308	0	0.294	0.296	YNL201C_mRNA
XIV_264484_264630_-	YNL200C__YNL200C	42.505	37.662	14.4	16.086	36.751	37.754	16.345	16.767	YNL200C_mRNA
XIV_26611_26614_+	.	0.299	0.755	0.284	0.296	0.513	0.561	0.294	0.296	NA
XIV_266588_266708_-	YNL198C__YNL198C	31.43	30.971	25.863	25.264	30.797	27.568	22.414	22.291	YNL198C_mRNA
XIV_266588_266708_-	YNL199C__YNL199C	31.43	30.971	25.863	25.264	30.797	27.568	22.414	22.291	YNL199C_mRNA
XIV_269795_269801_-	YNL197C__YNL197C	0.499	0.54	0.189	0	0.308	0	0	0.197	YNL197C_mRNA
XIV_269881_269885_-	YNL197C__YNL197C	0.1	0	0	0	0.103	0	0.392	0.197	YNL197C_mRNA
XIV_269895_269961_-	YNL197C__YNL197C	31.829	32.806	29.084	30.692	31.31	29.53	23.882	24.559	YNL197C_mRNA
XIV_270160_270163_+	.	1.596	0.755	0.663	0.79	1.232	1.495	0.489	0.69	NA
XIV_270232_270243_+	.	1.796	1.295	0.853	1.875	1.642	1.869	2.251	1.282	NA
XIV_271762_271787_-	YNL195C__YNL195C	0.399	0.647	1.705	1.678	0.513	0.467	1.468	1.775	YNL195C_mRNA
XIV_271762_271787_-	YNL196C__YNL196C	0.399	0.647	1.705	1.678	0.513	0.467	1.468	1.775	YNL196C_mRNA
XIV_272014_272019_+	.	1.098	1.079	2.653	4.441	1.848	1.215	2.838	3.255	NA
XIV_274339_274367_+	YNL193W__YNL193W	16.763	16.511	16.863	21.12	18.889	14.952	20.358	17.951	YNL193W_mRNA
XIV_274473_274476_+	YNL193W__YNL193W	0.299	0.216	0.284	0.296	0	0.093	0.294	0.789	YNL193W_mRNA
XIV_275844_275858_-	.	0.2	0.324	0.663	0.592	0.821	0.374	0.881	0.592	NA
XIV_275965_275972_-	.	0.898	0.432	0.379	0.79	0.205	0.093	0.098	0.296	NA
XIV_276319_276501_+	YNL192W__CHS1	192.471	189.712	157.45	158.495	196.689	180.173	148.967	148.538	YNL192W_mRNA
XIV_27828_27842_-	YNL326C__YNL326C	0.399	1.295	0.189	0.888	0.308	1.028	0.881	0.197	YNL326C_mRNA
XIV_280345_280348_+	YNL191W__YNL191W	0.299	0.755	0.568	0.592	0.308	0.467	0.587	0.69	YNL191W_mRNA
XIV_280354_280407_+	YNL191W__YNL191W	24.146	24.173	26.336	26.153	27.409	27.101	28.58	29.688	YNL191W_mRNA
XIV_282091_282208_+	YNL190W__YNL190W	536.406	498.991	370.131	401.666	508.148	485.571	357.931	373.812	YNL190W_mRNA
XIV_28329_28415_-	YNL326C__YNL326C	9.978	10.683	8.242	9.869	12.011	8.224	9.2	7.003	YNL326C_mRNA
XIV_284035_284096_+	YNL189W__SRP1	91.097	98.093	92.557	99.084	94.033	88.311	85.543	95.08	YNL189W_mRNA
XIV_284255_284266_+	YNL189W__SRP1	0.299	0.216	0.663	0.79	0.205	0.467	0.392	0.296	YNL189W_mRNA
XIV_286191_286275_+	YNL188W__YNL188W	12.073	14.676	14.305	12.534	13.14	15.513	13.017	14.4	YNL188W_mRNA
XIV_287763_287850_+	YNL187W__YNL187W	16.563	17.05	13.926	13.422	17.041	18.41	9.2	11.638	YNL187W_mRNA
XIV_289169_289173_-	.	0.798	0.647	0.379	0.493	0.103	0.467	0.489	0.296	NA
XIV_289263_289365_+	YNL186W__UBP10	24.645	23.849	25.294	25.659	22.071	22.709	17.128	18.937	YNL186W_mRNA
XIV_292687_292789_-	YNL184C__YNL184C	114.745	117.625	98.904	106.683	107.584	105.506	98.561	103.859	YNL184C_mRNA
XIV_292687_292789_-	YNL185C__MRPL19	114.745	117.625	98.904	106.683	107.584	105.506	98.561	103.859	YNL185C_mRNA
XIV_295614_295626_-	YNL183C__YNL183C	0.898	0.971	0.663	0.296	0.411	1.121	0.294	0.296	YNL183C_mRNA
XIV_295666_295754_-	YNL183C__YNL183C	14.468	14.892	10.516	11.547	13.653	14.485	9.396	10.849	YNL183C_mRNA
XIV_297620_297713_-	YNL182C__YNL182C	24.446	26.655	33.726	32.765	24.33	26.447	29.95	33.535	YNL182C_mRNA
XIV_298227_298232_+	YNL181W__YNL181W	0.798	0.755	0.758	0.592	2.053	0.654	0.489	0.888	YNL181W_mRNA
XIV_298235_298307_+	YNL181W__YNL181W	62.261	65.719	59.968	57.24	62.928	55.603	59.998	56.022	YNL181W_mRNA
XIV_300818_300857_-	YNL179C__YNL179C	26.641	22.014	13.263	16.58	22.276	22.802	13.898	16.077	YNL179C_mRNA
XIV_300818_300857_-	YNL180C__RHO5	26.641	22.014	13.263	16.58	22.276	22.802	13.898	16.077	YNL180C_mRNA
XIV_301682_301687_-	YNL179C__YNL179C	0.499	0.54	0.189	0.099	0.205	0.093	0	0.099	YNL179C_mRNA
XIV_302607_302719_+	YNL178W__RPS3	1525.005	1525.246	1869.036	1776.605	1540.151	1608.01	1883.91	1893.717	YNL178W_mRNA
XIV_302721_302723_+	YNL178W__RPS3	0.499	0.216	0.284	0.79	0.205	0.561	0.685	0.592	YNL178W_mRNA
XIV_302760_302763_+	YNL178W__RPS3	0.1	0.108	0.284	0.691	0	0.467	0.881	0.69	YNL178W_mRNA
XIV_302774_302777_+	YNL178W__RPS3	0.798	0.971	1.421	1.283	0.924	0.841	1.272	0.395	YNL178W_mRNA
XIV_302787_302789_+	YNL178W__RPS3	2.195	1.187	2.937	3.257	0.821	2.523	2.447	1.775	YNL178W_mRNA
XIV_302922_302925_+	YNL178W__RPS3	0.998	0.324	1.326	0.395	0.205	0.561	0.979	0.789	YNL178W_mRNA
XIV_302957_302963_+	YNL178W__RPS3	0.599	1.727	1.421	1.184	0.924	0.935	1.175	1.677	YNL178W_mRNA
XIV_303012_303014_+	YNL178W__RPS3	4.39	5.611	6.537	5.527	2.361	3.177	6.362	6.214	YNL178W_mRNA
XIV_303030_303034_+	YNL178W__RPS3	0.898	0.324	0.663	0.691	0.821	0.748	1.077	1.085	YNL178W_mRNA
XIV_303117_303119_+	YNL178W__RPS3	0.599	0.863	1.611	0.592	1.335	0.841	1.468	1.874	YNL178W_mRNA
XIV_304538_304542_-	YNL177C__MRPL22	0.1	0.432	0.663	0.493	0.616	0.28	0.294	0.197	YNL177C_mRNA
XIV_304602_304673_-	YNL177C__MRPL22	32.428	28.921	22.926	20.034	29.873	27.942	20.945	21.403	YNL177C_mRNA
XIV_307110_307198_-	YNL176C__YNL176C	16.064	16.727	14.4	14.211	17.144	13.831	12.822	15.189	YNL176C_mRNA
XIV_308614_308681_-	YNL175C__YNL175C	54.479	49.64	71.241	68.786	58.103	63.734	63.521	64.307	YNL175C_mRNA
XIV_310048_310190_-	YNL173C__YNL173C	131.208	126.582	63.946	70.563	133.145	133.354	89.948	83.343	YNL173C_mRNA
XIV_310345_310349_-	YNL173C__YNL173C	0.1	0	0.474	0.197	0	0.093	0.294	0.197	YNL173C_mRNA
XIV_310534_310543_+	YNL172W__YNL172W	7.384	7.662	6.916	5.921	7.289	6.728	5.187	6.312	YNL172W_mRNA
XIV_31367_31413_-	YNL325C__YNL325C	19.856	21.798	16.579	17.172	21.558	17.102	17.813	16.866	YNL325C_mRNA
XIV_317685_317688_-	YNL169C__YNL169C	0.599	0.971	0.095	0.099	1.437	1.121	0	0.099	YNL169C_mRNA
XIV_317693_317793_-	YNL169C__YNL169C	232.183	242.697	58.262	60.299	244.424	251.29	59.9	60.954	YNL169C_mRNA
XIV_318490_318503_-	YNL168C__YNL168C	3.991	4.317	3.032	3.849	3.388	2.243	3.915	3.156	YNL168C_mRNA
XIV_318490_318503_-	YNL169C__YNL169C	3.991	4.317	3.032	3.849	3.388	2.243	3.915	3.156	YNL169C_mRNA
XIV_31860_31928_+	YNL323W__LEM3	55.975	63.345	56.273	52.601	63.955	65.322	54.223	57.107	YNL323W_mRNA
XIV_31860_31928_+	YNL324W__YNL324W	55.975	63.345	56.273	52.601	63.955	65.322	54.223	57.107	YNL324W_mRNA
XIV_318650_318673_+	.	3.492	2.806	1.989	2.467	3.696	3.645	3.328	2.269	NA
XIV_318819_318866_-	YNL168C__YNL168C	53.98	52.662	47.368	53.391	52.765	52.519	50.308	48.921	YNL168C_mRNA
XIV_318878_318884_-	YNL168C__YNL168C	2.594	1.619	2.084	2.566	1.95	2.336	2.349	2.269	YNL168C_mRNA
XIV_318984_318988_+	.	4.49	4.101	4.263	3.75	6.057	4.112	4.698	4.537	NA
XIV_321669_321738_-	YNL167C__SKO1	47.494	51.583	40.263	41.252	53.689	47.38	38.661	37.578	YNL167C_mRNA
XIV_323556_323606_-	YNL166C__YNL166C	91.696	93.237	86.588	87.932	91.877	83.265	84.369	87.19	YNL166C_mRNA
XIV_323621_323624_-	YNL166C__YNL166C	0.399	0.324	0.474	0.592	0.513	0.28	0.196	0.69	YNL166C_mRNA
XIV_323741_323811_+	YNL165W__YNL165W	18.658	16.834	19.231	15.79	16.63	15.7	17.52	17.458	YNL165W_mRNA
XIV_326446_326501_-	YNL164C__YNL164C	13.969	12.518	12.695	10.955	10.882	11.214	8.809	9.863	YNL164C_mRNA
XIV_330107_330188_-	YNL163C__RIA1	33.426	24.82	27	31.285	24.535	24.671	26.72	22.882	YNL163C_mRNA
XIV_330287_330291_+	YNL162W-A__YNL162W-A	1.297	0.432	1.8	1.086	0.719	0.374	1.272	1.282	YNL162W-A_mRNA
XIV_330303_330312_+	YNL162W-A__YNL162W-A	3.991	3.022	5.305	6.612	2.772	3.271	3.034	4.044	YNL162W-A_mRNA
XIV_330826_330840_-	YNL163C__RIA1	1.397	1.079	1.516	1.48	0.924	0.935	2.643	1.578	YNL163C_mRNA
XIV_331266_331324_+	YNL162W-A__YNL162W-A	1648.829	1810.029	1969.455	2043.165	1827.075	1900.698	2237.143	2263.682	YNL162W-A_mRNA
XIV_331266_331324_+	YNL162W__RPL42A	1648.829	1810.029	1969.455	2043.165	1827.075	1900.698	2237.143	2263.682	YNL162W_mRNA
XIV_331836_331839_+	YNL161W__YNL161W	7.483	6.367	10.61	11.053	7.186	7.85	13.017	14.006	YNL161W_mRNA
XIV_331836_331839_+	YNL162W__RPL42A	7.483	6.367	10.61	11.053	7.186	7.85	13.017	14.006	YNL162W_mRNA
XIV_332421_332465_+	YNL161W__YNL161W	29.734	29.244	28.421	27.436	27.82	26.447	23.49	22.784	YNL161W_mRNA
XIV_335279_335300_+	.	10.477	11.439	7.674	6.81	10.368	7.663	5.97	6.608	NA
XIV_335493_335795_-	.	13.57	15	11.463	12.928	14.475	12.242	13.017	12.723	NA
XIV_335991_336011_-	.	2.195	3.453	0.474	0.987	2.258	2.804	2.055	1.282	NA
XIV_336067_336072_-	.	0.798	0.971	0	0.099	0.616	0.654	0.587	0.395	NA
XIV_336475_336508_+	YNL160W__YNL160W	608.745	566.437	159.156	159.482	487.412	432.678	145.933	140.253	YNL160W_mRNA
XIV_337758_337773_-	.	1.596	0.863	1.989	3.257	2.053	1.776	3.034	2.86	NA
XIV_339341_339400_-	YNL159C__YNL159C	34.822	35.288	25.768	24.87	37.88	34.67	26.916	27.617	YNL159C_mRNA
XIV_339552_339581_+	YNL157W__YNL157W	20.754	20.504	19.894	17.073	20.121	16.915	16.247	14.302	YNL157W_mRNA
XIV_339552_339581_+	YNL158W__YNL158W	20.754	20.504	19.894	17.073	20.121	16.915	16.247	14.302	YNL158W_mRNA
XIV_340304_340361_+	YNL157W__YNL157W	103.071	103.92	86.778	74.017	100.398	91.862	86.326	85.908	YNL157W_mRNA
XIV_340304_340361_+	YNL158W__YNL158W	103.071	103.92	86.778	74.017	100.398	91.862	86.326	85.908	YNL158W_mRNA
XIV_342089_342202_-	YNL156C__YNL156C	96.585	105.431	58.262	53.983	88.387	91.956	64.011	59.968	YNL156C_mRNA
XIV_34224_34288_-	YNL322C__YNL322C	70.842	68.201	54.852	56.253	66.213	66.35	54.712	50.4	YNL322C_mRNA
XIV_342361_342418_+	YNL155W__YNL155W	93.492	97.985	77.399	85.268	95.881	78.032	88.871	87.584	YNL155W_mRNA
XIV_345304_345308_-	YNL153C__GIM3	0.2	0	0.284	0.197	0.411	0.374	0.098	0.099	YNL153C_mRNA
XIV_345304_345308_-	YNL154C__YNL154C	0.2	0	0.284	0.197	0.411	0.374	0.098	0.099	YNL154C_mRNA
XIV_345321_345337_-	YNL153C__GIM3	0.698	1.187	0.663	0.888	0.616	1.402	0.685	0.789	YNL153C_mRNA
XIV_345321_345337_-	YNL154C__YNL154C	0.698	1.187	0.663	0.888	0.616	1.402	0.685	0.789	YNL154C_mRNA
XIV_345390_345542_-	YNL153C__GIM3	40.111	36.043	36.094	36.712	36.032	39.81	37.486	34.422	YNL153C_mRNA
XIV_345390_345542_-	YNL154C__YNL154C	40.111	36.043	36.094	36.712	36.032	39.81	37.486	34.422	YNL154C_mRNA
XIV_346067_346105_-	YNL153C__GIM3	161.141	167.266	187.292	183.661	153.368	170.641	188.215	182.961	YNL153C_mRNA
XIV_346067_346105_-	YNL154C__YNL154C	161.141	167.266	187.292	183.661	153.368	170.641	188.215	182.961	YNL154C_mRNA
XIV_346276_346300_+	YNL152W__YNL152W	23.947	22.338	20.368	20.231	22.687	19.531	16.443	16.077	YNL152W_mRNA
XIV_34657_34688_+	YNL321W__YNL321W	31.43	34.424	26.052	24.672	29.565	30.185	23.294	21.008	YNL321W_mRNA
XIV_348528_348598_-	YNL151C__RPC31	89.002	86.223	117.661	114.874	95.06	94.853	106.978	104.549	YNL151C_mRNA
XIV_349729_349821_-	YNL148C__YNL148C	342.537	349.531	421.004	427.127	378.904	367.262	455.611	458.24	YNL148C_mRNA
XIV_349729_349821_-	YNL149C__YNL149C	342.537	349.531	421.004	427.127	378.904	367.262	455.611	458.24	YNL149C_mRNA
XIV_350679_350734_-	YNL146C-A__YNL146C-A	13.47	11.223	13.831	13.619	11.292	13.55	13.605	12.822	YNL146C-A_mRNA
XIV_350679_350734_-	YNL148C__YNL148C	13.47	11.223	13.831	13.619	11.292	13.55	13.605	12.822	YNL148C_mRNA
XIV_350679_350734_-	YNL149C__YNL149C	13.47	11.223	13.831	13.619	11.292	13.55	13.605	12.822	YNL149C_mRNA
XIV_350762_350765_+	YNL146W__YNL146W	2.494	2.266	0.947	0.592	1.129	1.308	0.489	0.789	YNL146W_mRNA
XIV_350762_350765_+	YNL147W__YNL147W	2.494	2.266	0.947	0.592	1.129	1.308	0.489	0.789	YNL147W_mRNA
XIV_350826_350909_+	YNL146W__YNL146W	223.203	231.798	207.944	218.005	241.961	226.058	224.331	217.383	YNL146W_mRNA
XIV_350826_350909_+	YNL147W__YNL147W	223.203	231.798	207.944	218.005	241.961	226.058	224.331	217.383	YNL147W_mRNA
XIV_351446_351473_-	YNL146C-A__YNL146C-A	1.696	2.158	1.8	1.283	1.642	2.149	1.272	1.578	YNL146C-A_mRNA
XIV_351446_351473_-	YNL148C__YNL148C	1.696	2.158	1.8	1.283	1.642	2.149	1.272	1.578	YNL148C_mRNA
